student_id,math_score,literature_score,english_score,physics_score,chemistry_score,biology_score,history_score,mbti_type,major_group,specific_major,major_rating
STU1519,6.6,9.9,8.5,5.3,5.8,5.5,9.0,ENTJ,Luật & Xã hội,Xã hội học,4.3
STU0276,9.7,5.1,5.8,5.3,9.4,8.8,6.8,ISTJ,Y tế & Sức khỏe,Y học cổ truyền,4.9
STU2229,8.2,6.4,5.2,8.8,6.9,6.2,5.3,ISTJ,Xây dựng & Quy hoạch,Kỹ thuật cấp thoát nước,4.4
STU0840,6.4,8.9,9.4,7.0,5.9,6.1,7.1,INTP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.7
STU0361,9.1,6.4,5.9,5.5,9.5,9.5,6.2,ISFP,Y tế & Sức khỏe,Răng - Hàm - Mặt,4.3
STU0822,7.4,9.8,9.9,5.5,6.9,6.4,9.3,ISFJ,Sư phạm & Giáo dục,Sư phạm Tin học,4.0
STU1768,9.3,5.4,6.4,9.5,7.4,6.6,5.6,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - viễn thông,4.8
STU0892,6.2,8.9,9.8,6.1,6.8,5.6,7.2,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.6
STU1540,5.6,8.9,8.3,5.9,6.4,6.5,9.5,ENTJ,Luật & Xã hội,Xã hội học,4.0
STU2249,4.1,6.6,6.7,4.4,4.6,5.2,6.6,ISTP,Xây dựng & Quy hoạch,Kỹ thuật cấp thoát nước,1.9
STU0287,9.7,6.7,6.0,5.5,9.1,9.0,5.4,INFJ,Y tế & Sức khỏe,Kỹ thuật hình ảnh y học,4.6
STU1567,6.2,9.2,7.9,6.7,6.1,6.4,8.6,ISTJ,Luật & Xã hội,Chính trị học,4.2
STU0706,6.7,9.6,9.7,6.8,6.8,6.8,9.3,ESFJ,Sư phạm & Giáo dục,Sư phạm Toán học,4.4
STU1128,6.7,9.9,9.3,6.8,5.6,5.3,8.0,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,4.8
STU0424,8.2,8.0,9.6,5.2,5.0,6.0,5.9,ESTJ,Kinh tế & Quản lý,Quản trị kinh doanh,4.1
STU1804,8.4,5.1,5.6,8.6,7.5,5.2,5.2,INTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.7
STU1261,6.2,8.1,6.2,6.1,6.1,5.7,7.4,INFP,Nghệ thuật & Thiết kế,Thiết kế thời trang,4.8
STU1584,5.6,10.0,7.9,5.4,6.9,6.6,9.6,INFJ,Luật & Xã hội,Luật quốc tế,4.4
STU1557,6.1,8.9,8.5,5.9,5.7,6.5,9.3,ENTJ,Luật & Xã hội,Quản lý nhà nước,4.5
STU0066,9.1,6.9,8.2,9.5,7.0,5.0,6.1,ISTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Thiết kế vi mạch,4.7
STU1642,7.0,9.8,7.8,6.2,5.7,6.2,9.0,ISTJ,Luật & Xã hội,Công tác xã hội,3.9
STU2390,5.0,7.6,8.2,6.5,6.9,6.4,8.4,ESTP,Du lịch & Dịch vụ,Quản trị khách sạn,4.7
STU0860,5.0,8.2,9.4,5.5,5.4,5.9,7.6,INFP,Ngôn ngữ & Văn hóa,Văn học,3.9
STU0720,7.0,8.7,9.2,6.4,6.5,6.4,9.0,ENFJ,Sư phạm & Giáo dục,Sư phạm Vật lý,4.6
STU0231,9.2,6.0,5.6,5.1,9.5,8.7,5.9,ISFP,Y tế & Sức khỏe,Y học cổ truyền,4.2
STU2070,7.7,6.7,6.5,5.7,9.1,8.8,6.3,INFP,Nông nghiệp & Môi trường,Nuôi trồng thủy sản,4.8
STU1190,6.1,9.0,8.3,6.8,6.9,6.0,8.8,ENFP,Truyền thông & Báo chí,Truyền thông đại chúng,4.0
STU2277,9.4,6.0,5.2,9.5,7.8,5.0,5.3,ISTJ,Xây dựng & Quy hoạch,Kinh tế xây dựng,4.3
STU0884,6.5,8.9,9.7,6.5,5.2,6.2,8.9,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ học,3.9
STU1318,6.6,8.8,5.6,6.6,6.1,6.2,8.0,INFP,Nghệ thuật & Thiết kế,Kiến trúc,4.8
STU1511,6.8,9.4,7.8,5.6,5.6,6.1,9.7,ISTJ,Luật & Xã hội,Luật,4.5
STU2020,8.3,5.0,5.3,5.1,9.5,9.5,6.4,INFP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,4.1
STU1072,6.8,9.4,8.0,6.5,5.8,6.5,7.2,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,4.6
STU0375,10.0,5.4,6.6,5.5,9.4,9.7,5.1,ISFJ,Y tế & Sức khỏe,Dược học,4.6
STU0756,7.0,10.0,9.3,6.7,5.1,6.7,9.4,ESFJ,Sư phạm & Giáo dục,Sư phạm Tin học,4.2
STU1524,6.3,9.5,7.3,6.3,6.9,5.1,9.9,INFJ,Luật & Xã hội,Công tác xã hội,4.9
STU1238,7.0,8.8,9.1,5.4,6.2,5.7,8.2,ESFP,Truyền thông & Báo chí,Lưu trữ học,3.9
STU0298,8.7,6.7,5.7,6.2,8.9,8.9,5.4,ISFJ,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,4.1
STU0599,8.2,8.7,8.9,5.7,5.7,6.8,6.1,ENTP,Kinh tế & Quản lý,Kiểm toán,3.8
STU2127,9.3,6.3,6.2,9.3,7.4,6.4,7.0,ISTJ,Xây dựng & Quy hoạch,Quản lý xây dựng,3.9
STU0100,9.3,6.9,8.9,10.0,6.6,6.8,5.6,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,4.0
STU0820,7.2,9.9,8.4,5.3,5.7,5.9,10.0,ENFJ,Sư phạm & Giáo dục,Giáo dục Mầm non,5.0
STU1725,8.7,6.1,6.6,9.2,7.9,5.3,5.7,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ điện tử,3.9
STU1630,5.7,9.2,7.3,5.1,5.5,5.1,9.7,INFJ,Luật & Xã hội,Luật quốc tế,4.4
STU0530,9.9,8.5,9.6,6.8,5.0,5.6,6.6,ESTP,Kinh tế & Quản lý,Hệ thống thông tin quản lý,5.0
STU1235,5.9,9.9,8.9,5.4,5.0,5.6,7.7,ENFP,Truyền thông & Báo chí,Truyền thông đại chúng,4.0
STU1006,6.8,8.1,9.6,6.3,6.8,6.8,7.5,INFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.1
STU1726,9.3,6.5,6.3,8.9,7.6,6.7,5.4,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - viễn thông,4.2
STU0637,6.4,9.1,9.0,6.8,5.3,5.7,9.7,INFJ,Sư phạm & Giáo dục,Tâm lý học giáo dục,3.8
STU2193,8.8,5.4,5.3,9.4,6.0,6.3,5.7,ISTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.8
STU0186,8.5,5.7,7.5,9.7,6.1,6.4,5.5,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học Máy tính,4.4
STU1386,6.8,8.8,5.8,5.9,6.4,5.2,7.9,INFP,Nghệ thuật & Thiết kế,Thiết kế công nghiệp,4.1
STU1062,5.9,10.0,8.6,6.1,6.8,6.7,7.7,ENTP,Truyền thông & Báo chí,Truyền thông đại chúng,4.1
STU1369,5.2,8.7,5.3,5.2,6.6,5.5,8.0,INFJ,Nghệ thuật & Thiết kế,Đạo diễn Điện ảnh - Truyền hình,4.4
STU2010,7.9,6.3,6.4,5.4,8.9,9.0,6.3,ISFP,Nông nghiệp & Môi trường,Thú y,4.0
STU2119,8.5,6.5,5.2,8.9,7.3,6.4,5.1,ESTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.5
STU0512,8.1,7.0,8.9,6.8,5.4,5.7,5.1,ENTJ,Kinh tế & Quản lý,Kinh tế,5.0
STU1663,5.8,8.6,8.2,6.7,7.0,6.0,8.7,INTJ,Luật & Xã hội,Luật,4.3
STU2116,8.9,5.1,6.1,8.3,6.7,6.7,5.2,ISTP,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.4
STU1392,5.2,8.6,6.8,6.9,6.4,5.0,6.9,INFP,Nghệ thuật & Thiết kế,Hội họa,3.9
STU2079,8.3,5.2,6.2,5.7,9.2,8.8,5.7,INFP,Nông nghiệp & Môi trường,Nuôi trồng thủy sản,4.7
STU0608,8.3,8.4,8.8,6.5,7.0,5.4,6.4,ENTJ,Kinh tế & Quản lý,Kiểm toán,4.9
STU0974,6.0,8.6,9.8,5.4,5.1,5.0,7.0,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.4
STU0152,9.5,6.6,9.0,8.2,8.0,5.8,5.4,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,4.2
STU1554,6.6,9.7,8.4,5.9,6.9,5.8,8.9,INFJ,Luật & Xã hội,Tâm lý học,4.8
STU2099,9.2,5.3,6.2,9.0,7.5,6.3,6.9,ESTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.6
STU1345,6.1,8.5,6.4,6.9,5.0,6.7,6.5,ISFP,Nghệ thuật & Thiết kế,Thanh nhạc,4.7
STU0870,6.7,8.5,9.8,6.9,5.7,6.5,8.8,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.9
STU2272,8.6,5.7,6.4,8.2,7.8,6.2,5.6,ISTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.1
STU0024,9.5,5.4,10.0,8.8,7.3,5.1,6.5,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,4.8
STU0159,8.6,7.0,9.3,9.9,8.0,6.8,6.4,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,An toàn thông tin,4.7
STU0332,9.8,5.7,5.6,7.0,9.8,9.7,5.1,ISFP,Y tế & Sức khỏe,Dược học,3.8
STU0977,6.2,9.0,9.8,6.2,5.9,5.6,8.2,INFP,Ngôn ngữ & Văn hóa,Đông phương học,4.9
STU2384,5.5,7.6,9.4,6.8,5.0,5.1,8.9,ESFP,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,4.5
STU1714,8.0,6.2,5.5,9.3,7.6,6.3,6.4,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điều khiển và tự động hóa,4.9
STU2146,8.8,7.0,5.9,9.5,6.6,5.8,5.1,ISTJ,Xây dựng & Quy hoạch,Địa kỹ thuật xây dựng,5.0
STU2446,5.2,7.2,9.3,6.0,5.3,5.3,7.9,ESTP,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,4.2
STU0643,6.7,8.5,9.9,6.4,6.2,5.3,9.9,INFJ,Sư phạm & Giáo dục,Sư phạm Vật lý,4.8
STU1961,7.3,5.6,6.3,6.2,9.2,10.0,5.5,ISFP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,4.8
STU0312,9.2,5.6,5.9,6.7,9.7,9.3,5.3,INFJ,Y tế & Sức khỏe,Điều dưỡng,4.5
STU0352,9.8,6.3,6.8,6.1,8.9,9.6,5.8,ISFJ,Y tế & Sức khỏe,Y đa khoa,4.6
STU0549,8.6,8.5,9.5,6.4,5.0,5.0,6.5,ENTJ,Kinh tế & Quản lý,Hệ thống thông tin quản lý,4.3
STU1984,8.2,5.1,5.8,6.2,8.3,8.9,5.8,INFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.1
STU1124,5.6,10.0,8.7,6.9,6.3,6.2,7.0,ENFP,Truyền thông & Báo chí,Thông tin - thư viện,4.0
STU0307,9.6,5.8,5.0,6.9,8.6,9.2,6.9,INFJ,Y tế & Sức khỏe,Điều dưỡng,4.9
STU0288,8.8,6.3,6.6,5.2,9.6,9.9,5.7,ISFP,Y tế & Sức khỏe,Y học dự phòng,4.1
STU0695,7.2,9.0,9.7,6.1,5.4,5.4,9.9,INFJ,Sư phạm & Giáo dục,Sư phạm Ngữ văn,4.2
STU1361,6.7,7.5,5.5,5.2,5.1,6.3,8.0,ISFP,Nghệ thuật & Thiết kế,Thiết kế công nghiệp,3.9
STU0631,6.1,8.9,9.1,6.5,5.6,6.1,9.1,ENFJ,Sư phạm & Giáo dục,Giáo dục Mầm non,4.1
STU1808,8.2,5.0,6.8,9.5,8.1,6.5,6.3,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - viễn thông,4.3
STU1855,9.4,5.5,6.3,8.9,7.2,5.4,5.7,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,4.7
STU1387,6.4,7.7,5.3,5.4,5.9,6.8,8.3,ISFP,Nghệ thuật & Thiết kế,Đạo diễn Điện ảnh - Truyền hình,4.9
STU1135,6.9,9.9,9.2,6.3,5.6,6.1,7.5,ENTP,Truyền thông & Báo chí,Báo chí,4.0
STU1962,6.0,7.0,6.9,5.4,4.7,5.6,4.4,ENTJ,Nông nghiệp & Môi trường,Khoa học môi trường,3.0
STU1875,4.5,5.2,5.7,4.9,5.0,6.8,6.0,ENFJ,Nông nghiệp & Môi trường,Thú y,2.3
STU2293,7.0,7.4,9.2,6.0,5.3,5.5,8.4,ESTP,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,4.1
STU1024,5.9,8.2,9.3,5.4,6.4,5.4,7.1,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,4.5
STU0835,6.8,9.4,9.1,5.3,5.7,5.7,8.6,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,4.7
STU1305,6.8,8.9,6.6,5.8,6.5,6.0,8.3,INFJ,Nghệ thuật & Thiết kế,Hội họa,4.6
STU2141,8.1,6.8,6.0,8.2,7.9,6.7,5.1,ISTJ,Xây dựng & Quy hoạch,Quản lý xây dựng,4.6
STU0014,9.9,6.6,7.9,9.7,7.2,6.1,5.0,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,4.8
STU0928,5.2,8.3,9.8,5.0,6.8,5.3,7.9,ISFP,Ngôn ngữ & Văn hóa,Quốc tế học,4.7
STU1404,5.4,7.6,6.4,5.2,5.9,6.7,8.1,ISFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,5.0
STU0515,8.9,7.9,8.9,6.5,5.5,6.2,6.3,ENTJ,Kinh tế & Quản lý,Kinh tế,4.5
STU0410,10.0,7.0,6.1,5.9,8.7,9.2,6.4,ISFP,Y tế & Sức khỏe,Dược học,4.0
STU0857,5.2,9.0,9.7,5.1,6.1,5.3,7.6,INTP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,3.9
STU0314,8.7,5.2,6.0,5.1,8.8,8.5,6.7,INFJ,Y tế & Sức khỏe,Y học dự phòng,4.2
STU1866,8.5,5.7,5.5,8.5,7.4,6.4,6.2,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.1
STU1412,5.8,8.6,6.9,5.2,6.2,6.6,7.6,INFJ,Nghệ thuật & Thiết kế,Thiết kế nội thất,4.1
STU2237,8.3,6.6,5.2,8.6,7.5,5.8,5.7,ISTJ,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.2
STU1081,5.9,9.8,9.1,5.2,6.2,5.9,7.0,ENTP,Truyền thông & Báo chí,Thông tin - thư viện,4.2
STU0882,5.4,8.9,9.6,5.4,6.7,6.5,8.2,ISFP,Ngôn ngữ & Văn hóa,Quốc tế học,4.5
STU0383,8.5,6.8,6.4,5.2,9.2,9.5,5.5,ISTJ,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,4.1
STU1400,5.2,8.8,6.0,5.4,6.1,6.1,7.4,ISFP,Nghệ thuật & Thiết kế,Thiết kế thời trang,4.7
STU1620,6.8,10.0,7.7,6.8,6.6,5.2,9.0,INTJ,Luật & Xã hội,Luật kinh tế,4.8
STU0728,6.3,9.4,8.6,5.6,5.5,5.6,9.5,ISFJ,Sư phạm & Giáo dục,Giáo dục Mầm non,4.6
STU0846,6.8,8.1,10.0,6.9,5.4,6.2,8.4,INFP,Ngôn ngữ & Văn hóa,Tiếng Việt và văn hoá Việt Nam,3.8
STU2480,5.6,7.8,9.3,6.5,5.6,6.4,7.6,ESTP,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,4.7
STU1042,5.1,8.5,9.2,6.4,5.1,6.3,8.0,ENTP,Truyền thông & Báo chí,Công nghệ truyền thông,4.0
STU0264,8.9,6.6,6.7,6.7,8.6,8.6,5.9,ISFJ,Y tế & Sức khỏe,Y học dự phòng,4.0
STU1405,6.8,8.6,5.2,5.2,6.4,6.5,7.6,INFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.1
STU2156,9.3,5.3,6.7,8.8,7.7,6.1,5.2,ISTJ,Xây dựng & Quy hoạch,Quản lý xây dựng,4.8
STU2483,5.8,7.9,8.6,6.2,6.0,6.0,8.8,ESFP,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,4.3
STU0416,9.7,6.8,5.8,6.1,8.9,9.2,5.3,INFJ,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,3.9
STU0930,5.7,9.1,9.2,5.1,5.9,6.7,7.7,INFP,Ngôn ngữ & Văn hóa,Ngôn ngữ học,4.8
STU0359,8.6,5.7,5.9,5.3,9.1,9.6,5.2,ISFJ,Y tế & Sức khỏe,Dược học,3.9
STU1178,5.3,9.9,8.5,5.8,5.3,5.5,8.2,ENTP,Truyền thông & Báo chí,Thông tin - thư viện,4.6
STU0009,8.7,6.5,10.0,8.7,8.0,5.0,5.6,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,4.5
STU1656,5.4,10.0,7.5,5.4,6.8,5.1,9.0,ISTJ,Luật & Xã hội,Quản lý nhà nước,4.3
STU0317,9.6,5.4,6.1,5.5,9.6,9.4,6.5,ISTJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,4.7
STU0305,9.6,5.6,5.3,6.9,9.6,8.8,5.6,INFJ,Y tế & Sức khỏe,Y học dự phòng,4.6
STU0428,8.2,7.8,9.0,6.0,6.0,5.7,5.6,ENTJ,Kinh tế & Quản lý,Kinh doanh quốc tế,4.3
STU0106,9.7,6.0,10.0,9.9,7.7,6.8,5.9,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,4.1
STU1489,5.5,8.9,8.2,6.5,5.4,6.8,8.8,INFJ,Luật & Xã hội,Luật quốc tế,4.8
STU0122,9.6,6.0,8.7,9.4,7.2,6.9,7.0,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Thiết kế vi mạch,4.8
STU1499,6.8,9.9,8.0,7.0,6.4,6.9,9.0,INTJ,Luật & Xã hội,Luật,3.8
STU2087,8.5,6.5,6.0,9.3,7.6,6.2,6.0,ISTP,Xây dựng & Quy hoạch,Kỹ thuật cấp thoát nước,4.2
STU1899,8.1,6.4,5.3,5.4,9.1,8.6,5.4,ISTJ,Nông nghiệp & Môi trường,Nuôi trồng thủy sản,4.3
STU1495,5.1,8.7,7.4,6.6,6.9,6.7,8.6,ISTJ,Luật & Xã hội,Quản lý nhà nước,4.1
STU1771,9.3,5.7,6.9,9.4,8.4,6.9,6.6,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,4.8
STU1777,9.4,6.2,6.3,9.0,8.0,5.0,7.0,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - viễn thông,4.0
STU0116,8.9,5.8,9.2,10.0,6.3,5.1,6.0,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,4.7
STU0941,6.2,8.6,9.2,6.5,7.0,5.5,7.5,INFP,Ngôn ngữ & Văn hóa,Ngôn ngữ học,4.0
STU0745,6.8,9.0,8.1,6.9,6.2,5.3,9.9,ENFJ,Sư phạm & Giáo dục,Tâm lý học giáo dục,4.1
STU1968,7.3,5.1,6.5,5.7,9.0,9.8,6.3,ISTJ,Nông nghiệp & Môi trường,Thú y,4.0
STU2330,5.3,7.0,9.4,6.7,6.8,6.0,7.9,ENFP,Du lịch & Dịch vụ,Quản trị khách sạn,4.9
STU1358,6.6,8.9,6.5,5.1,5.6,5.4,7.5,INFJ,Nghệ thuật & Thiết kế,Hội họa,4.8
STU1581,6.4,9.9,8.1,5.7,6.3,5.7,9.2,INTJ,Luật & Xã hội,Quản lý nhà nước,4.8
STU0673,6.7,9.5,8.7,6.0,5.6,6.8,9.2,INFJ,Sư phạm & Giáo dục,Giáo dục Tiểu học,4.7
STU2303,6.2,8.2,8.0,7.0,6.3,5.5,8.9,ESFP,Du lịch & Dịch vụ,Quản trị khách sạn,4.4
STU2460,6.5,7.2,8.6,6.0,5.7,6.6,7.5,ESFP,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,4.2
STU2094,8.3,5.4,6.8,8.4,6.8,6.3,6.8,ISTP,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.3
STU0310,9.6,6.4,5.7,6.9,9.7,8.7,5.7,INFJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,4.1
STU0592,9.9,8.4,9.0,5.4,7.0,6.6,6.0,ENTP,Kinh tế & Quản lý,Tài chính - Ngân hàng,4.6
STU0463,5.2,5.8,6.9,6.5,4.5,4.2,6.5,INTJ,Kinh tế & Quản lý,Kinh tế,2.6
STU1460,6.2,8.7,7.7,6.1,5.5,6.5,8.9,ISTJ,Luật & Xã hội,Luật,4.7
STU1287,5.8,8.6,6.6,6.2,6.3,6.7,6.5,ISFP,Nghệ thuật & Thiết kế,Thiết kế thời trang,4.3
STU1214,6.1,6.0,6.2,6.2,4.4,5.9,6.9,INFP,Truyền thông & Báo chí,Lưu trữ học,1.9
STU1719,4.9,6.1,6.1,6.1,6.8,5.3,5.4,ENTP,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,2.7
STU0553,9.2,7.4,9.9,6.4,5.5,5.4,5.5,ENTP,Kinh tế & Quản lý,Kinh doanh quốc tế,4.1
STU0088,5.2,6.3,6.0,4.2,5.9,5.0,5.0,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học Máy tính,2.5
STU0691,7.2,9.4,9.2,6.9,6.6,6.1,9.6,INFJ,Sư phạm & Giáo dục,Tâm lý học giáo dục,4.3
STU2067,8.4,7.0,6.7,6.0,8.1,9.8,5.0,ISFJ,Nông nghiệp & Môi trường,Công nghệ sinh học,4.6
STU2409,5.4,8.1,9.3,5.1,5.5,7.0,8.3,ESFJ,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,4.4
STU1612,6.4,8.5,7.9,6.8,5.4,5.2,9.1,INFJ,Luật & Xã hội,Luật quốc tế,4.3
STU1160,5.6,9.2,8.8,6.4,6.3,5.2,8.0,ESFP,Truyền thông & Báo chí,Thông tin - thư viện,4.1
STU2059,7.8,5.4,5.4,5.8,9.3,8.9,6.1,ISFP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,4.3
STU1947,7.5,6.0,6.2,5.9,8.3,9.2,5.7,ISFJ,Nông nghiệp & Môi trường,Công nghệ thực phẩm,4.7
STU1059,5.1,9.1,8.4,5.6,5.3,5.8,7.1,ENFP,Truyền thông & Báo chí,Quan hệ công chúng,4.1
STU0544,9.9,7.5,8.7,5.6,5.1,5.0,6.5,ESTJ,Kinh tế & Quản lý,Thương mại điện tử,4.6
STU1756,9.3,6.4,5.4,9.7,8.3,6.3,6.7,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,4.1
STU2213,8.6,6.1,5.6,8.4,7.8,6.5,5.8,ESTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.5
STU0495,9.9,8.5,9.8,6.2,5.8,6.8,5.7,ENTJ,Kinh tế & Quản lý,Kiểm toán,4.0
STU0366,9.4,5.9,5.6,6.2,9.9,9.0,6.8,ISFP,Y tế & Sức khỏe,Y đa khoa,4.7
STU2255,8.4,5.4,6.4,8.8,6.2,5.6,6.1,ESTJ,Xây dựng & Quy hoạch,Quản lý xây dựng,4.1
STU1547,6.4,8.8,7.8,5.1,6.0,6.0,9.3,ISTJ,Luật & Xã hội,Luật quốc tế,4.2
STU0274,9.9,6.1,5.3,6.3,9.3,9.1,5.1,ISFP,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,3.8
STU0072,9.3,5.3,8.8,8.2,8.4,6.5,6.0,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,4.1
STU1861,9.2,6.0,6.6,9.5,7.4,6.7,5.3,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.9
STU2467,5.7,8.0,8.6,5.6,5.9,5.1,7.7,ESFP,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,4.5
STU0064,9.9,6.8,8.5,8.7,6.5,6.2,6.5,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Thiết kế vi mạch,4.8
STU2442,6.4,7.3,9.1,5.6,5.9,5.9,8.4,ENFP,Du lịch & Dịch vụ,Quản trị khách sạn,4.7
STU2323,6.1,7.7,9.2,5.6,5.9,6.9,8.7,ESTP,Du lịch & Dịch vụ,Du lịch,4.3
STU0344,9.1,6.0,6.6,6.2,8.6,9.4,6.3,ISTJ,Y tế & Sức khỏe,Y học dự phòng,3.8
STU2233,9.0,5.1,6.2,8.1,6.8,6.5,6.9,ISTJ,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.9
STU1378,6.9,7.7,5.3,5.4,6.9,5.8,8.2,ISFP,Nghệ thuật & Thiết kế,Hội họa,4.1
STU0501,8.9,8.0,9.7,5.2,6.5,6.3,5.3,ESTP,Kinh tế & Quản lý,Kinh doanh quốc tế,4.9
STU2175,8.4,6.7,6.0,9.2,6.7,6.3,5.5,ISTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.5
STU0678,7.0,8.9,9.0,6.2,5.9,5.9,10.0,INFJ,Sư phạm & Giáo dục,Giáo dục Tiểu học,4.2
STU1026,6.6,8.6,9.9,6.6,5.6,7.0,7.6,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,4.2
STU1969,8.2,5.3,6.9,5.9,9.3,8.7,6.4,ISTJ,Nông nghiệp & Môi trường,Khoa học cây trồng,5.0
STU1525,5.2,9.6,7.6,6.3,6.1,5.6,9.1,INFJ,Luật & Xã hội,Luật,4.6
STU0273,9.5,5.7,6.4,5.2,9.2,9.4,6.4,ISTJ,Y tế & Sức khỏe,Y học dự phòng,4.1
STU1869,8.4,6.7,6.4,8.6,8.4,6.0,6.8,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.4
STU0206,10.0,5.5,8.7,9.8,6.9,5.0,5.8,ISTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,4.3
STU0734,7.4,8.5,9.1,6.6,6.8,6.7,9.7,ISFJ,Sư phạm & Giáo dục,Giáo dục Tiểu học,4.7
STU0153,9.0,6.6,7.8,8.5,6.5,5.2,6.9,ISTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học Máy tính,4.1
STU1224,6.4,9.0,8.4,6.3,6.1,5.8,7.3,ENTP,Truyền thông & Báo chí,Báo chí,4.6
