student_id,math_score,literature_score,english_score,physics_score,chemistry_score,biology_score,history_score,mbti_type,major_group,specific_major,major_rating
SV10196,7.9,7.9,7.3,7.9,7.7,7.1,8.0,ESFP,Kinh tế & Quản lý,Kinh tế số,3.4
SV10197,9.1,6.4,8.3,6.8,8.4,9.2,8.8,ISTJ,Y tế & Sức khỏe,Y khoa,3.95
SV10198,6.2,6.5,6.4,5.3,7.0,6.9,8.6,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,3.9
SV10199,7.0,9.0,8.3,7.9,9.3,7.8,8.9,ESTP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,3.3
SV10200,8.2,6.8,8.5,8.5,7.3,7.2,8.3,ENTP,Sư phạm & Giáo dục,Sư phạm Ngữ văn,4.05
SV10201,6.5,6.9,3.6,6.8,5.6,8.2,6.7,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,4.15
SV10202,8.3,6.3,6.9,9.1,7.6,7.2,8.1,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,4.4
SV10203,10.0,7.1,9.7,9.6,8.8,8.0,8.1,ENTP,Sư phạm & Giáo dục,Sư phạm Lịch sử,4.4
SV10204,8.9,9.0,8.1,8.9,9.5,9.3,9.0,INTP,Y tế & Sức khỏe,Kỹ thuật y sinh,3.15
SV10205,5.9,4.3,4.4,6.9,6.6,5.0,5.3,ENTP,Kinh tế & Quản lý,Kế toán,3.4
SV10206,5.0,5.3,3.4,5.2,5.6,5.1,6.1,ENTP,Nghệ thuật & Thiết kế,Thiết kế thời trang,4.1
SV10207,6.9,8.4,9.3,8.1,8.2,8.2,9.3,INTJ,Kinh tế & Quản lý,Quan hệ quốc tế,4.1
SV10208,4.8,5.5,5.6,6.3,8.8,6.1,6.9,ESFP,Y tế & Sức khỏe,Y khoa,4.1
SV10209,7.6,7.4,6.8,7.5,8.5,7.9,6.7,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,5.0
SV10210,9.4,7.7,7.7,9.2,8.8,9.2,9.1,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,4.15
SV10211,7.2,5.8,4.0,4.6,5.2,6.9,5.2,ENTP,Kinh tế & Quản lý,Kế toán,4.4
SV10212,8.4,8.0,8.0,7.1,7.8,7.2,8.2,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,4.35
SV10213,8.3,7.0,8.2,9.2,8.9,7.2,6.9,ENTJ,Kinh tế & Quản lý,Marketing,4.2
SV10214,7.8,8.2,8.1,6.9,7.8,7.8,7.7,ESFP,Du lịch & Dịch vụ,Quản trị khách sạn,3.7
SV10215,5.5,7.1,6.3,6.7,7.0,7.9,9.1,ESFP,Kinh tế & Quản lý,Fintech,4.25
SV10216,6.7,7.9,8.5,7.0,8.3,8.4,8.6,ESFP,Sư phạm & Giáo dục,Sư phạm Tin học,3.45
SV10217,7.5,8.1,9.4,6.6,7.7,9.2,8.9,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,3.75
SV10218,8.9,8.1,6.5,7.4,8.4,7.7,8.0,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,3.6
SV10219,7.7,6.7,6.6,4.4,5.8,7.8,8.1,ESFP,Sư phạm & Giáo dục,Sư phạm Tin học,3.9
SV10220,6.1,5.6,4.9,7.2,6.3,6.6,8.0,ESFP,Nghệ thuật & Thiết kế,Âm nhạc học,5.0
SV10221,8.8,8.3,7.9,9.2,8.9,8.8,8.9,ENTJ,Sư phạm & Giáo dục,Sư phạm Lịch sử,2.9
SV10222,7.3,8.3,7.0,7.9,8.8,9.5,9.0,INFJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,4.2
SV10223,9.2,6.9,8.1,8.3,9.4,8.2,8.6,ENTJ,Kinh tế & Quản lý,Quan hệ quốc tế,3.05
SV10224,7.5,6.3,7.2,7.4,5.2,6.7,6.8,INTJ,Kinh tế & Quản lý,Kế toán,3.6
SV10225,8.9,7.6,9.2,8.8,8.6,8.5,9.4,ENTP,Sư phạm & Giáo dục,Sư phạm Lịch sử,4.4
SV10226,8.4,8.0,6.9,7.3,8.7,9.0,9.4,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,3.9
SV10227,5.3,6.4,4.5,6.9,5.0,6.1,5.9,ENTP,Kinh tế & Quản lý,Marketing,3.3
SV10228,8.1,6.6,7.1,7.5,6.8,6.7,7.7,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,3.5
SV10229,9.5,8.0,9.0,9.8,10.0,8.1,8.9,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,4.2
SV10230,7.7,8.0,7.8,8.7,9.6,8.4,8.1,ESTJ,Y tế & Sức khỏe,Kỹ thuật y sinh,3.5
SV10231,7.4,5.9,7.4,5.5,6.5,6.8,7.2,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,3.95
SV10232,7.9,6.9,8.5,7.3,7.8,7.7,8.8,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - Viễn thông,3.85
SV10233,6.8,7.7,7.4,8.0,8.1,7.5,7.4,ESFP,Y tế & Sức khỏe,Răng - Hàm - Mặt,3.5
SV10234,9.1,9.0,8.2,9.0,10.0,9.8,8.3,ENTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.9
SV10235,6.5,6.4,8.0,6.3,6.3,5.0,6.5,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,4.15
SV10236,7.4,8.3,7.6,8.7,9.6,9.2,9.0,ESTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,2.85
SV10237,7.6,6.9,5.4,9.3,7.8,7.0,9.2,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,3.95
SV10238,7.3,7.0,7.5,7.6,8.9,8.3,7.7,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,3.5
SV10239,10.0,7.7,7.9,9.4,10.0,9.8,9.6,ENFJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.3
SV10240,8.1,7.0,6.9,8.4,7.4,9.4,9.4,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,3.45
SV10241,7.8,7.2,8.7,7.3,7.0,7.9,8.7,ESFP,Y tế & Sức khỏe,Răng - Hàm - Mặt,3.8
SV10242,8.0,7.5,7.4,7.0,9.0,7.1,8.0,ESFP,Kinh tế & Quản lý,Kinh tế,4.1
SV10243,7.1,6.3,4.5,4.5,6.1,5.7,5.3,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.3
SV10244,9.3,7.9,8.6,10.0,9.2,8.1,8.2,ESFP,Sư phạm & Giáo dục,Sư phạm Ngữ văn,3.25
SV10245,8.3,7.4,8.0,7.4,9.0,10.0,7.0,ENTP,Kinh tế & Quản lý,Kế toán,3.7
SV10246,7.2,6.2,4.6,5.5,4.8,6.5,4.8,ENTP,Nghệ thuật & Thiết kế,Thiết kế thời trang,3.6
SV10247,6.9,7.5,7.4,8.9,7.7,8.3,7.6,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.5
SV10248,6.4,6.9,7.5,6.0,6.2,7.6,7.6,ESFP,Y tế & Sức khỏe,Điều dưỡng,4.75
SV10249,8.4,7.1,7.2,7.6,7.5,7.5,8.9,ESFP,Kinh tế & Quản lý,Marketing,4.05
SV10250,9.8,7.7,8.8,9.4,9.9,8.9,8.0,ENFJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.2
SV10251,9.8,7.9,8.5,9.2,9.0,8.0,8.7,ENTJ,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.3
SV10252,7.6,7.4,7.8,7.2,7.1,7.0,8.4,INTJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,4.9
SV10253,10.0,7.9,9.3,9.5,9.8,8.8,9.4,ENTP,Luật & Xã hội,Luật,4.35
SV10254,8.2,8.2,8.4,8.2,8.3,9.0,8.6,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,3.1
SV10255,7.1,5.3,7.5,5.8,9.0,7.8,7.5,ESFP,Kinh tế & Quản lý,Tài chính - Ngân hàng,3.6
SV10256,7.4,7.9,6.4,6.3,8.2,7.9,8.5,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.5
SV10257,7.7,8.4,8.1,8.5,8.8,9.6,7.6,ISTP,Y tế & Sức khỏe,Điều dưỡng,3.5
SV10258,6.8,7.3,5.2,7.1,7.2,8.9,8.9,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,4.05
SV10259,8.5,8.1,8.0,9.3,8.2,8.7,8.9,ENTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.25
SV10260,8.2,7.8,8.4,10.0,8.9,8.4,8.8,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.4
SV10261,6.1,7.0,7.4,6.0,8.1,5.0,5.8,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.8
SV10262,8.5,7.4,8.7,8.1,9.6,7.9,7.3,ESTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,2.25
SV10263,8.3,7.7,7.6,7.3,9.8,8.2,8.6,INFP,Y tế & Sức khỏe,Dược học,3.35
SV10264,8.6,7.3,8.1,6.9,8.1,8.0,7.6,ESFP,Nghệ thuật & Thiết kế,Kiến trúc,3.7
SV10265,9.2,6.5,9.8,8.0,7.2,6.8,8.0,INFJ,Kinh tế & Quản lý,Thương mại điện tử,3.25
SV10266,6.4,5.4,2.9,1.7,4.9,7.9,5.1,ENTP,Nghệ thuật & Thiết kế,Kiến trúc,4.65
SV10267,8.4,8.4,8.6,8.5,8.4,7.4,9.8,ESTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,3.15
SV10268,6.9,6.0,6.6,6.0,5.8,5.0,5.8,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,3.65
SV10269,8.3,8.6,7.7,9.1,7.9,8.7,8.7,ESFP,Luật & Xã hội,Luật,3.9
SV10270,7.7,6.5,6.2,5.8,9.3,6.8,6.7,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.55
SV10271,8.3,8.2,6.6,6.3,8.7,8.7,8.7,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,3.15
SV10272,7.8,6.8,8.2,7.9,6.7,6.7,6.4,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.45
SV10273,5.9,6.7,5.0,5.8,7.3,6.6,7.2,ESFP,Kinh tế & Quản lý,Quan hệ quốc tế,3.85
SV10274,6.0,5.6,7.1,6.2,8.4,6.1,8.0,ESFP,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,3.35
SV10275,9.8,7.7,8.4,9.7,9.5,9.5,8.9,ENFJ,Kinh tế & Quản lý,Thương mại điện tử,4.1
SV10276,8.3,7.9,6.8,8.8,8.9,9.2,8.6,ISTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ đa phương tiện,3.95
SV10277,8.4,8.1,9.1,9.1,8.5,9.4,9.8,ENTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.55
SV10278,8.1,5.7,6.4,7.2,5.6,6.2,7.8,ESTJ,Kinh tế & Quản lý,Kinh tế,3.9
SV10279,6.6,6.7,7.4,4.4,5.1,6.2,6.1,ENTP,Kinh tế & Quản lý,Quản trị kinh doanh,3.65
SV10280,8.6,8.3,7.5,7.2,8.6,9.4,7.5,ENTJ,Sư phạm & Giáo dục,Sư phạm Tin học,3.9
SV10281,9.4,7.7,7.0,8.8,9.2,9.0,8.2,ENTJ,Kinh tế & Quản lý,Thương mại điện tử,4.2
SV10282,7.6,7.2,5.8,7.5,7.4,8.2,9.0,ESFP,Y tế & Sức khỏe,Y khoa,4.65
SV10283,9.1,7.5,8.3,9.8,8.8,9.1,8.5,ESFP,Kinh tế & Quản lý,Quản trị kinh doanh,3.25
SV10284,6.1,7.1,6.1,5.5,4.8,5.6,7.5,ENTP,Truyền thông & Báo chí,Truyền thông đa phương tiện,4.9
SV10285,4.4,6.1,5.9,4.1,7.1,4.4,7.7,ESFP,Y tế & Sức khỏe,Dược học,2.85
SV10286,8.5,8.2,8.4,8.5,9.2,8.9,7.8,ENTJ,Kinh tế & Quản lý,Kinh tế số,3.75
SV10287,8.2,8.0,7.3,7.7,7.6,8.2,9.1,ESFP,Nghệ thuật & Thiết kế,Kiến trúc,4.15
SV10288,7.5,4.5,7.1,6.2,8.8,7.2,7.2,ESFP,Kinh tế & Quản lý,Kinh tế số,4.0
SV10289,8.7,7.1,8.1,8.7,8.4,8.2,7.9,ENTJ,Sư phạm & Giáo dục,Sư phạm Tin học,3.55
SV10290,8.4,7.0,6.8,8.7,9.6,6.9,8.7,ESTJ,Luật & Xã hội,Luật,3.75
SV10291,6.5,5.1,6.2,7.6,7.4,7.4,7.5,ESFP,Sư phạm & Giáo dục,Sư phạm Lịch sử,3.6
SV10292,7.1,6.0,5.9,5.3,4.4,6.6,8.1,ENTP,Kinh tế & Quản lý,Thương mại điện tử,3.55
SV10293,7.8,7.5,7.4,9.0,8.7,7.7,9.3,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,4.25
SV10294,7.4,7.9,7.0,7.9,8.5,8.4,7.1,ESFP,Nghệ thuật & Thiết kế,Thiết kế thời trang,4.05
SV10295,6.9,6.8,5.3,7.3,6.7,7.9,8.0,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.5
SV10296,5.5,7.6,5.8,6.3,6.0,6.8,9.5,ESFP,Sư phạm & Giáo dục,Sư phạm Toán,4.3
SV10297,8.6,7.0,6.9,8.7,9.1,8.5,8.1,ENTJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,4.0
SV10298,7.7,6.9,8.5,7.3,8.3,8.7,9.0,INFJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.25
SV10299,8.5,6.4,6.6,5.7,7.2,5.8,5.9,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,4.15
SV10300,8.7,8.0,8.8,9.5,8.8,10.0,9.0,ENTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.45
SV10301,8.0,7.2,7.1,8.2,8.8,9.0,9.5,ESFP,Y tế & Sức khỏe,Y khoa,3.55
SV10302,7.5,6.0,8.3,6.3,8.7,7.7,8.0,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,4.2
SV10303,8.4,7.2,9.0,6.8,6.8,6.9,7.3,INTJ,Kinh tế & Quản lý,Quản trị kinh doanh,4.15
SV10304,7.7,7.3,6.1,8.2,9.2,8.9,8.3,ESFP,Du lịch & Dịch vụ,Du lịch,3.85
SV10305,8.4,6.1,7.9,7.7,7.6,7.8,7.9,INTJ,Nghệ thuật & Thiết kế,Thiết kế thời trang,3.9
SV10306,9.3,7.5,8.6,8.4,8.9,8.3,9.7,ENTJ,Y tế & Sức khỏe,Y khoa,4.5
SV10307,8.4,6.8,5.2,9.0,8.5,6.5,8.7,ESFP,Kinh tế & Quản lý,Quản trị kinh doanh,3.55
SV10308,7.3,7.3,9.1,7.6,7.7,8.5,8.2,ENTJ,Y tế & Sức khỏe,Kỹ thuật y sinh,4.1
SV10309,8.3,7.5,7.2,8.4,7.9,8.5,7.9,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,3.75
SV10310,4.8,7.0,4.0,5.8,4.7,7.1,8.1,ENTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,3.75
SV10311,9.3,8.0,8.8,7.5,10.0,8.3,8.1,ENTJ,Nghệ thuật & Thiết kế,Âm nhạc học,4.4
SV10312,9.6,6.7,8.7,8.8,10.0,9.4,9.6,ENFJ,Sư phạm & Giáo dục,Sư phạm Tin học,4.25
SV10313,8.9,8.3,8.2,8.5,8.5,7.9,7.8,ENTJ,Y tế & Sức khỏe,Kỹ thuật y sinh,4.25
SV10314,6.7,7.7,6.8,6.8,6.6,6.9,7.7,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,4.5
SV10315,7.6,7.2,8.5,8.3,8.1,7.0,8.0,ESFP,Sư phạm & Giáo dục,Sư phạm Lịch sử,3.85
SV10316,6.0,6.1,8.4,7.4,8.1,7.0,8.4,ESTP,Truyền thông & Báo chí,Báo chí,4.2
SV10317,7.5,6.8,7.3,6.2,6.3,7.6,6.8,ESFP,Kinh tế & Quản lý,Tài chính - Ngân hàng,3.7
SV10318,7.8,5.2,6.9,6.6,8.3,5.8,5.9,ESFP,Y tế & Sức khỏe,Kỹ thuật y sinh,4.0
SV10319,5.6,8.3,7.3,7.8,6.7,7.5,8.5,ESFP,Y tế & Sức khỏe,Điều dưỡng,3.8
SV10320,7.9,7.5,6.8,8.9,8.6,8.0,8.0,ESFP,Kinh tế & Quản lý,Quan hệ quốc tế,3.9
SV10321,6.9,6.7,7.4,7.1,8.2,7.8,5.9,ESFP,Kinh tế & Quản lý,Marketing,4.15
SV10322,9.0,7.0,8.4,9.6,9.1,9.3,8.5,INTP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.45
SV10323,8.2,7.4,7.4,8.8,7.2,7.8,7.4,ENTP,Nghệ thuật & Thiết kế,Thiết kế thời trang,4.9
SV10324,9.5,6.7,8.2,9.7,10.0,8.6,9.4,ENTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,3.35
SV10325,9.8,5.7,8.8,9.4,9.5,8.2,8.6,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,3.25
SV10326,7.6,7.5,9.3,8.0,8.3,7.2,8.9,INTJ,Y tế & Sức khỏe,Điều dưỡng,4.45
SV10327,7.8,7.1,7.1,8.8,7.7,8.6,7.3,ESFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.25
SV10328,8.9,7.4,7.3,8.1,7.2,8.2,8.2,ESFP,Du lịch & Dịch vụ,Du lịch,4.15
SV10329,8.4,5.1,6.9,8.0,7.8,8.8,7.8,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.15
SV10330,8.1,6.9,6.9,6.9,9.1,6.5,6.9,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,3.85
SV10331,7.2,7.1,6.7,6.3,8.1,8.0,8.1,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ đa phương tiện,3.4
SV10332,7.7,6.5,6.2,8.9,6.6,8.0,7.5,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,3.9
SV10333,8.4,5.8,8.2,6.9,9.2,7.8,8.4,ESFP,Kinh tế & Quản lý,Kế toán,3.5
SV10334,8.6,8.0,6.6,8.2,7.3,7.0,7.9,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,4.35
SV10335,7.0,7.2,6.2,6.6,5.9,7.3,8.6,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,3.8
SV10336,6.4,8.0,6.5,4.6,4.9,6.1,6.2,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,3.45
SV10337,8.7,7.7,6.4,7.4,8.8,9.2,8.9,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,3.7
SV10338,7.7,7.4,8.0,8.9,8.6,8.9,8.2,INFJ,Sư phạm & Giáo dục,Sư phạm Toán,4.05
SV10339,9.6,7.4,6.5,9.3,9.5,6.7,8.2,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,3.55
SV10340,5.1,7.1,5.7,6.6,7.3,5.9,6.0,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,3.45
SV10341,8.2,8.3,8.5,8.1,9.1,8.1,9.6,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học máy tính,3.95
SV10342,9.2,7.5,8.0,9.0,8.6,8.8,9.0,ENTJ,Nghệ thuật & Thiết kế,Thiết kế đồ họa,3.95
SV10343,8.1,7.6,8.6,7.1,7.9,9.0,8.1,ENTJ,Kinh tế & Quản lý,Marketing,3.6
SV10344,9.2,7.1,8.3,9.9,9.3,7.9,8.7,ENTJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,3.6
SV10345,8.3,7.5,7.3,7.4,9.0,9.0,6.8,ENTJ,Sư phạm & Giáo dục,Sư phạm Ngữ văn,3.95
SV10346,7.0,7.6,4.3,6.2,7.8,7.7,6.0,ESFP,Kinh tế & Quản lý,Kinh tế,3.15
SV10347,7.9,6.9,6.7,6.1,8.5,6.9,6.7,ESFP,Kinh tế & Quản lý,Kinh tế,3.15
SV10348,5.9,7.2,6.8,6.6,7.2,7.3,9.1,ESFP,Luật & Xã hội,Luật,3.5
SV10349,9.8,8.1,8.7,9.8,9.2,7.8,7.4,ENTP,Y tế & Sức khỏe,Điều dưỡng,3.75
SV10350,6.8,7.8,5.5,7.2,5.0,8.5,7.2,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.0
SV10351,8.9,6.2,7.0,9.3,7.1,7.5,7.4,ENTP,Kinh tế & Quản lý,Fintech,4.6
SV10352,9.5,9.2,9.4,9.6,9.8,9.4,9.0,INTJ,Kinh tế & Quản lý,Marketing,4.3
SV10353,5.2,6.6,4.7,5.3,8.8,5.3,6.4,ESFP,Y tế & Sức khỏe,Điều dưỡng,3.75
SV10354,5.2,7.2,3.6,5.6,5.0,7.0,6.7,ENTP,Sư phạm & Giáo dục,Sư phạm Ngữ văn,3.85
SV10355,8.2,6.7,6.2,7.2,8.5,5.8,7.3,ESFP,Kinh tế & Quản lý,Thương mại điện tử,3.35
SV10356,7.4,6.9,6.3,9.0,8.5,9.2,8.8,INFJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,3.85
SV10357,9.5,8.0,8.0,9.5,7.5,8.0,9.4,ENTJ,Nông nghiệp & Môi trường,Công nghệ sinh học,3.7
SV10358,7.0,7.1,7.8,7.8,7.8,7.6,8.3,ESTJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,4.0
SV10359,7.8,6.9,7.5,7.8,8.4,7.2,6.9,ESFP,Y tế & Sức khỏe,Kỹ thuật y sinh,3.45
SV10360,4.8,7.1,6.0,4.5,6.3,5.0,8.0,ESFP,Kinh tế & Quản lý,Tài chính - Ngân hàng,4.1
SV10361,8.3,8.7,6.4,7.2,8.2,7.7,8.0,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,4.6
SV10362,7.8,6.6,7.3,5.0,7.0,8.6,6.3,ESFP,Kinh tế & Quản lý,Tài chính - Ngân hàng,3.8
SV10363,9.0,8.4,8.2,9.7,9.2,8.2,8.4,ENTJ,Y tế & Sức khỏe,Y khoa,4.05
SV10364,9.1,7.0,8.2,8.5,8.6,9.5,8.2,ENTJ,Truyền thông & Báo chí,Truyền thông đa phương tiện,4.2
SV10365,4.4,6.2,4.3,5.8,8.7,5.3,6.7,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,3.65
SV10366,7.4,6.7,7.9,7.4,8.5,7.6,9.4,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.95
SV10367,8.3,6.6,8.5,7.1,6.6,7.7,8.4,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học máy tính,3.85
SV10368,8.9,8.4,8.2,9.3,8.6,8.6,9.9,ENTJ,Nghệ thuật & Thiết kế,Âm nhạc học,3.9
SV10369,5.9,5.9,6.7,8.1,8.3,8.1,7.0,ESTP,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,3.45
SV10370,8.0,7.5,8.3,8.1,8.4,8.1,9.6,ESTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,3.85
SV10371,7.2,8.0,8.2,7.4,8.6,6.2,9.4,ESTP,Kinh tế & Quản lý,Kế toán,4.1
SV10372,9.6,6.7,8.8,8.1,9.0,8.4,8.8,ISTP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.6
SV10373,8.3,8.3,9.1,9.2,9.8,9.3,9.2,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,4.35
SV10374,9.1,7.9,6.2,9.1,7.8,9.8,8.9,ESFJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học máy tính,4.95
SV10375,7.8,8.5,6.2,8.3,7.7,7.4,8.9,ESFP,Nông nghiệp & Môi trường,Kỹ thuật môi trường,3.45
SV10376,9.4,7.2,8.2,9.5,8.7,8.2,8.2,ENTJ,Y tế & Sức khỏe,Điều dưỡng,4.3
SV10377,6.3,7.5,8.0,6.9,4.9,6.6,8.8,INTJ,Y tế & Sức khỏe,Dược học,3.95
SV10378,5.6,6.7,6.3,7.9,5.3,7.8,5.9,ESFP,Kinh tế & Quản lý,Kế toán,4.95
SV10379,9.0,8.7,9.3,8.1,9.9,8.6,9.4,ISTP,Y tế & Sức khỏe,Điều dưỡng,3.45
SV10380,6.9,7.1,8.4,6.9,7.9,8.1,8.5,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,3.45
SV10381,8.5,8.2,8.7,8.9,9.7,8.6,7.7,ESTP,Y tế & Sức khỏe,Dược học,3.55
SV10382,9.7,7.5,8.3,7.6,9.3,8.5,8.1,ENTJ,Kinh tế & Quản lý,Marketing,2.8
SV10383,5.5,6.5,5.3,5.0,5.1,6.0,8.0,ENTP,Kinh tế & Quản lý,Thương mại điện tử,3.6
SV10384,9.4,8.3,7.7,9.7,9.0,9.0,8.6,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,3.45
SV10385,7.9,7.3,8.0,8.5,8.2,8.3,9.6,ESTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,3.95
SV10386,8.2,6.5,7.8,7.4,8.2,7.9,8.8,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.0
SV10387,9.5,7.0,8.8,8.9,10.0,8.8,8.8,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,4.8
SV10388,8.9,9.3,8.0,9.2,9.4,9.2,8.7,ENFJ,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.35
SV10389,7.9,6.3,7.8,7.6,7.1,7.1,7.2,ESTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học máy tính,3.55
SV10390,8.5,7.7,8.2,9.6,9.5,9.2,8.6,ESFP,Kinh tế & Quản lý,Quản trị kinh doanh,3.4
SV10391,9.3,6.7,7.6,9.8,8.6,7.6,8.1,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,4.1
SV10392,6.8,7.0,8.0,8.1,7.5,8.8,7.9,INFJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,3.2
