student_id,major,gpa,taken_subjects,interests
SV10261,Ngôn ngữ Hàn Quốc,7.6,"Môn tự chọn 1, Ngữ âm học tiếng Hàn, Văn hóa Hàn Quốc, Môn tự chọn 2, Tiếng Hàn thương mại, Tư tưởng Hồ Chí Minh, Giáo dục quốc phòng - An ninh, Môn tự chọn 3, Từ vựng tiếng Hàn, Môn tự chọn 5, Môn tự chọn 4, Môn tự chọn 6, Giải tích, Ngữ pháp tiếng Hàn, Giáo dục thể chất, Xác suất thống kê, Kỹ năng mềm, Môn tự chọn 7, Môn tự chọn 8, Dịch Hàn-Việt, Tin học cơ bản, Tiếng Anh chuyên ngành, Toán cao cấp, K-pop và văn hóa đại chúng Hàn, Hangeul, Môn tự chọn 9, Kỹ năng nghe nói tiếng Hàn, Tư duy logic và giải quyết vấn đề, Lịch sử Hàn Quốc, Triết học Mác-Lênin","Big Data, Khởi nghiệp"
SV10262,Blockchain và Tiền mã hóa,4.5,"Kiểm thử phần mềm, Quản lý dự án CNTT, Thiết kế giao diện người dùng, Giáo dục quốc phòng - An ninh, Lập trình Java, Thị giác máy tính, Tiếng Anh chuyên ngành, Cơ sở dữ liệu, Mạng máy tính, Kỹ năng mềm, Cloud Computing - AWS/Azure, Hệ thống phân tán, Kỹ thuật phần mềm nâng cao, Hệ điều hành, An ninh mạng cơ bản, Triết học Mác-Lênin, Phát triển ứng dụng web, DevOps và CI/CD, Giải tích, Mật mã học, Xác suất thống kê, Machine Learning với TensorFlow, Học sâu, Lập trình di động iOS/Android, Xử lý ngôn ngữ tự nhiên, Lập trình web nâng cao, Big Data và Hadoop, Toán cao cấp, Cấu trúc dữ liệu và Giải thuật, Phân tích và thiết kế hệ thống, Tư duy logic và giải quyết vấn đề, Cyber Security nâng cao, Phát triển game, Trí tuệ nhân tạo, Học máy, Giáo dục thể chất, An toàn thông tin, Lập trình hướng đối tượng, Phát triển ứng dụng di động",DevOps
SV10263,Dược học,6.7,"Tiếng Anh chuyên ngành, Vi sinh y học, Hóa sinh y học, Dược lý lâm sàng, Giáo dục quốc phòng - An ninh, Tư duy logic và giải quyết vấn đề, Tư tưởng Hồ Chí Minh, Bệnh học nội khoa, Bệnh học ngoại khoa, Tin học cơ bản, Dược lâm sàng, Miễn dịch học, Dược lý học, Xác suất thống kê, Y học dự phòng, Y học cổ truyền, Giải tích, Giáo dục thể chất, Toán cao cấp, Sinh lý học, Triết học Mác-Lênin, Giải phẫu học, Dinh dưỡng học","DevOps, Thiết kế UI/UX, Machine Learning"
SV10264,Kiến trúc,7.4,"Môn tự chọn 4, Toán cao cấp, Công trình ngầm, Tiếng Anh chuyên ngành, Môn tự chọn 11, Giáo dục quốc phòng - An ninh, Thiết kế kiến trúc nội thất, Môn tự chọn 15, Môn tự chọn 8, Vật liệu xây dựng, Môn tự chọn 3, Môn tự chọn 6, Tin học cơ bản, Môn tự chọn 14, Quản lý dự án xây dựng, Cơ sở hạ tầng đô thị, Tư tưởng Hồ Chí Minh, Môn tự chọn 9, Giải tích, Kỹ thuật địa kỹ thuật, Kết cấu thép, Giáo dục thể chất, Môn tự chọn 12, Kỹ năng mềm, Xác suất thống kê, Tư duy logic và giải quyết vấn đề, Triết học Mác-Lênin, Kiến trúc cảnh quan, Môn tự chọn 5, Môn tự chọn 16, Kỹ thuật xây dựng, Môn tự chọn 7, Thiết kế đô thị, Kết cấu bê tông cốt thép, Môn tự chọn 10, Môn tự chọn 13, Môn tự chọn 2, Cầu và đường, Môn tự chọn 1",Trí tuệ nhân tạo
SV10265,Thương mại điện tử,6.5,"Thiết kế giao diện người dùng, Trí tuệ nhân tạo, Cấu trúc dữ liệu và Giải thuật, Kiểm thử phần mềm, Machine Learning với TensorFlow, Hệ thống nhúng, Toán cao cấp, Lập trình hướng đối tượng, Tiếng Anh chuyên ngành, Phân tích và thiết kế hệ thống, Lập trình Java, Học máy, Triết học Mác-Lênin, Big Data và Hadoop, Lập trình Python, Phát triển game, Xác suất thống kê, Phát triển ứng dụng web, Thị giác máy tính, Lập trình web nâng cao, An toàn thông tin, Tư duy logic và giải quyết vấn đề, Internet of Things, Phát triển phần mềm doanh nghiệp, Mạng máy tính, An ninh mạng cơ bản, DevOps và CI/CD, Hệ điều hành, Cơ sở dữ liệu, Giáo dục quốc phòng - An ninh, Giáo dục thể chất, Giải tích, Blockchain cơ bản, Kỹ năng mềm, Kỹ thuật phần mềm nâng cao, Lập trình C/C++, Lập trình di động iOS/Android","Thiết kế UI/UX, Machine Learning, Phát triển ứng dụng di động, Internet of Things"
SV10266,Kiến trúc,9.3,"Xác suất thống kê, Tiếng Anh chuyên ngành, Công trình ngầm, Tin học cơ bản, Kết cấu thép, Toán cao cấp, Giáo dục thể chất, Kỹ thuật địa kỹ thuật, Thiết kế đô thị, Kỹ thuật xây dựng, Kiến trúc cảnh quan, Quản lý dự án xây dựng, Thiết kế kiến trúc nội thất, Giải tích, Cơ sở hạ tầng đô thị, Cầu và đường, Vật liệu xây dựng, Triết học Mác-Lênin, Kết cấu bê tông cốt thép","Phát triển web, Machine Learning, Phát triển ứng dụng di động, DevOps"
SV10267,Kỹ thuật cơ khí,6.3,"Cơ khí chế tạo, Tin học cơ bản, Kỹ thuật nhiệt, Cơ học kỹ thuật, Kỹ thuật hàn, Cơ điện tử, Sản xuất tự động, Xác suất thống kê, Toán cao cấp, Tư duy logic và giải quyết vấn đề, Triết học Mác-Lênin, Cơ khí chính xác, Động lực học máy, Kỹ thuật gia công, Giáo dục thể chất, Robot công nghiệp","Big Data, Kinh doanh quốc tế, Machine Learning"
SV10268,Trí tuệ nhân tạo và Học máy,7.3,"Mạng máy tính, DevOps và CI/CD, Internet of Things, Cơ sở dữ liệu, Phát triển ứng dụng di động, Blockchain cơ bản, Hệ thống phân tán, Lập trình hướng đối tượng, Tiếng Anh chuyên ngành, An ninh mạng cơ bản, Hệ điều hành, Xử lý ngôn ngữ tự nhiên, Học máy, Kỹ thuật phần mềm nâng cao, Phân tích và thiết kế hệ thống, Hệ thống nhúng, Cấu trúc dữ liệu và Giải thuật, Big Data và Hadoop, Tin học cơ bản, Mật mã học, Machine Learning với TensorFlow, Phát triển game, Phát triển phần mềm doanh nghiệp, Giáo dục thể chất, Cloud Computing - AWS/Azure, Kiểm thử phần mềm, Tư duy logic và giải quyết vấn đề, Giáo dục quốc phòng - An ninh, Toán cao cấp, Học sâu, Phát triển ứng dụng web, Giải tích, Thị giác máy tính","Phân tích dữ liệu, Marketing số"
SV10269,Luật,7.8,"Học máy, Phát triển phần mềm doanh nghiệp, Kỹ năng mềm, Trí tuệ nhân tạo, An toàn thông tin, Thị giác máy tính, Machine Learning với TensorFlow, Giáo dục quốc phòng - An ninh, Toán cao cấp, DevOps và CI/CD, Kỹ thuật phần mềm nâng cao, Phân tích và thiết kế hệ thống, Phát triển ứng dụng di động, Xử lý ngôn ngữ tự nhiên, Cơ sở dữ liệu","DevOps, Thiết kế UI/UX, Blockchain, Machine Learning"
SV10270,Công nghệ sinh học,9.1,"Kỹ năng mềm, Vật liệu sinh học, Kỹ thuật mô sinh học, Giáo dục quốc phòng - An ninh, Công nghệ nano y sinh, Kỹ thuật y sinh, Công nghệ sinh học ứng dụng, Hình ảnh y khoa, Tiếng Anh chuyên ngành, Kỹ thuật tế bào, Tin học cơ bản, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Tư duy logic và giải quyết vấn đề, Thiết bị y tế, Toán cao cấp, Công nghệ gen, Giáo dục thể chất","Game Development, Khoa học dữ liệu, Robot học, DevOps"
SV10271,Ngôn ngữ Trung Quốc,6.3,"Tiếng Anh chuyên ngành, Tin học cơ bản, Ngữ âm học tiếng Trung, Tư duy logic và giải quyết vấn đề, Triết học Mác-Lênin, Hán ngữ hiện đại, Giáo dục quốc phòng - An ninh, Giải tích, Xác suất thống kê, Văn học cổ điển Trung Quốc, Ngữ pháp tiếng Trung, Kỹ năng nghe nói tiếng Trung, Hán tự học","Yoga, Chơi nhạc cụ"
SV10272,Công nghệ sinh học,8.9,"Môn tự chọn 1, Vật liệu sinh học, Công nghệ nano y sinh, Sinh học phân tử, Kỹ thuật tế bào, Giải tích, Tin học cơ bản, Kỹ thuật mô sinh học, Thiết bị y tế, Công nghệ sinh học ứng dụng, Toán cao cấp, Tư tưởng Hồ Chí Minh, Giáo dục thể chất, Hình ảnh y khoa, Giáo dục quốc phòng - An ninh, Kỹ thuật y sinh, Triết học Mác-Lênin, Kỹ năng mềm, Môn tự chọn 2, Công nghệ gen, Xác suất thống kê, Tiếng Anh chuyên ngành, Tư duy logic và giải quyết vấn đề","Thơ ca, Internet of Things"
SV10273,Quan hệ quốc tế,7.7,"Internet of Things, Tin học cơ bản, Phát triển ứng dụng di động, Hệ điều hành, Tiếng Anh chuyên ngành, An toàn thông tin, Kiểm thử phần mềm, Lập trình hướng đối tượng, Tư duy logic và giải quyết vấn đề, Cyber Security nâng cao, Giáo dục quốc phòng - An ninh, Kỹ thuật phần mềm nâng cao, Phân tích và thiết kế hệ thống, Học sâu, Trí tuệ nhân tạo, Blockchain cơ bản, Xác suất thống kê, An ninh mạng cơ bản, Machine Learning với TensorFlow, Phát triển game, Big Data và Hadoop, Cloud Computing - AWS/Azure, Mạng máy tính, Quản lý dự án CNTT, Tư tưởng Hồ Chí Minh, DevOps và CI/CD, Triết học Mác-Lênin, Thiết kế giao diện người dùng, Lập trình web nâng cao, Hệ thống phân tán, Xử lý ngôn ngữ tự nhiên, Giáo dục thể chất, Thị giác máy tính, Toán cao cấp, Cơ sở dữ liệu, Học máy, Lập trình Python","Khoa học dữ liệu, Machine Learning, DevOps"
SV10274,Kỹ thuật xây dựng,6.7,"Tin học cơ bản, Xác suất thống kê, Thiết kế đô thị, Kiến trúc cảnh quan, Toán cao cấp, Giải tích, Cầu và đường, Tiếng Anh chuyên ngành, Tư tưởng Hồ Chí Minh, Giáo dục quốc phòng - An ninh, Quản lý dự án xây dựng, Kết cấu thép, Kỹ thuật xây dựng, Kết cấu bê tông cốt thép, Kỹ năng mềm, Tư duy logic và giải quyết vấn đề","Internet of Things, Phân tích dữ liệu"
SV10275,Thương mại điện tử,8.2,"Xác suất thống kê, Lập trình web nâng cao, Toán cao cấp, Lập trình di động iOS/Android, An ninh mạng cơ bản, Lập trình C/C++, Lập trình Python, Lập trình Java, Thiết kế giao diện người dùng, Phát triển ứng dụng di động, Mật mã học, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Giải tích, Hệ thống nhúng, Internet of Things","Viết lách, Phát triển ứng dụng di động, Phát triển web, Khoa học dữ liệu"
SV10276,Công nghệ đa phương tiện,7.9,"Kiểm thử phần mềm, Tiếng Anh chuyên ngành, Cấu trúc dữ liệu và Giải thuật, Quản lý dự án CNTT, Kỹ năng mềm, Phát triển phần mềm doanh nghiệp, Xác suất thống kê, Lập trình Java, Cloud Computing - AWS/Azure, Giáo dục quốc phòng - An ninh, Lập trình Python, Thiết kế giao diện người dùng, Giáo dục thể chất, Tư tưởng Hồ Chí Minh, Phát triển game, Trí tuệ nhân tạo, Hệ điều hành, Triết học Mác-Lênin, Tư duy logic và giải quyết vấn đề, Cyber Security nâng cao, Giải tích, Tin học cơ bản, Học máy, An toàn thông tin, Lập trình hướng đối tượng, Toán cao cấp, Phát triển ứng dụng di động, Học sâu, Cơ sở dữ liệu, Hệ thống phân tán, Hệ thống nhúng, Mật mã học","Phân tích dữ liệu, Big Data, Machine Learning, Phát triển ứng dụng di động"
SV10277,Kỹ thuật điện,7.1,"Hệ thống điều khiển tự động, Mạng không dây, Mạng viễn thông, Truyền thông số, Xác suất thống kê, Điện tử công suất, Anten và sóng điện từ, Tin học cơ bản, Kỹ thuật vi mạch, Kỹ năng mềm, Hệ thống nhúng nâng cao, Triết học Mác-Lênin, Tiếng Anh chuyên ngành, Đo lường điện tử, Điện tử cơ bản, Giáo dục thể chất, Điện tử số, Truyền thông vô tuyến, Điện tử viễn thông, Môn tự chọn 2, Hệ thống điện tử nhúng, Giải tích, Điện tử năng lượng, Môn tự chọn 1, Truyền thông quang, Xử lý tín hiệu số, Tư tưởng Hồ Chí Minh, Tư duy logic và giải quyết vấn đề, Giáo dục quốc phòng - An ninh, Kỹ thuật radar, Toán cao cấp","Big Data, Thiết kế UI/UX, Game Development, Phát triển ứng dụng di động"
SV10278,Kinh tế,7.8,"Chuỗi cung ứng, Ngân hàng thương mại, Triết học Mác-Lênin, Tài chính quốc tế, Tư duy logic và giải quyết vấn đề, Tin học cơ bản, Marketing số, Giải tích, Xác suất thống kê, Môn tự chọn 3, Giáo dục thể chất, Kỹ năng mềm, Môn tự chọn 6, Kinh tế phát triển, Quản trị kinh doanh, Logistics, Kế toán quản trị, Kinh tế lượng, Môn tự chọn 2, Marketing cơ bản, Môn tự chọn 1, Môn tự chọn 5, Môn tự chọn 8, Quản trị nhân sự, Kinh tế vi mô, Kinh tế quốc tế, Tiếng Anh chuyên ngành, Toán cao cấp, Tài chính doanh nghiệp, Môn tự chọn 9, Tư tưởng Hồ Chí Minh, Thương mại điện tử, Kế toán tài chính, Môn tự chọn 4, Quản trị chiến lược, Môn tự chọn 7, Kinh tế vĩ mô, Giáo dục quốc phòng - An ninh","Khởi nghiệp, Kinh doanh quốc tế, Marketing số, Fintech"
SV10279,Quản trị kinh doanh,7.3,"Kế toán tài chính, Kế toán quản trị, Thương mại điện tử, Tư duy logic và giải quyết vấn đề, Kinh tế vĩ mô, Logistics, Giáo dục thể chất, Giải tích, Marketing cơ bản, Quản trị chiến lược, Quản trị kinh doanh, Tư tưởng Hồ Chí Minh, Kinh tế vi mô, Tài chính doanh nghiệp","Kinh doanh quốc tế, Fintech, Marketing số"
SV10280,Sư phạm Tin học,7.8,"Dạy học Tin học phổ thông, Giáo dục thể chất, An toàn mạng trong trường học, Kỹ năng mềm, Đánh giá học tập Tin học, Lập trình cơ bản cho giáo viên, Tư tưởng Hồ Chí Minh, Giải tích, Công nghệ thông tin trong giáo dục, Ứng dụng AI trong giảng dạy, Quản lý lớp học CNTT, Lập trình Python cho giáo viên, Lập trình Scratch cho học sinh, Phát triển bài giảng Tin học, Giáo dục quốc phòng - An ninh, Phương pháp giảng dạy Tin học, Giáo dục kỹ năng số, Xác suất thống kê, Toán cao cấp, Thiết kế khóa học trực tuyến, Triết học Mác-Lênin, Tư duy logic và giải quyết vấn đề, Tin học cơ bản, Phần mềm giáo dục","Đọc sách, Làm video, Khiêu vũ, Chơi nhạc cụ, Diễn thuyết"
SV10281,Thương mại điện tử,8.4,"Mật mã học, Machine Learning với TensorFlow, Lập trình web nâng cao, Phát triển phần mềm doanh nghiệp, Tư duy logic và giải quyết vấn đề, Tư tưởng Hồ Chí Minh, Thị giác máy tính, Tiếng Anh chuyên ngành, Toán cao cấp, Giải tích, Phát triển ứng dụng di động, Kỹ thuật phần mềm nâng cao, Xác suất thống kê, Trí tuệ nhân tạo, Xử lý ngôn ngữ tự nhiên, Cyber Security nâng cao, Phát triển game, Lập trình Python, Hệ điều hành, Phân tích và thiết kế hệ thống, Kỹ năng mềm, Lập trình di động iOS/Android, Cấu trúc dữ liệu và Giải thuật, Mạng máy tính, Internet of Things, Thiết kế giao diện người dùng, Lập trình Java, Phát triển ứng dụng web, Lập trình C/C++, Học máy, Giáo dục thể chất","DevOps, Internet of Things, Trí tuệ nhân tạo, Cyber Security"
SV10282,Y khoa,9.3,"Môn tự chọn 2, Miễn dịch học, Môn tự chọn 3, Tư tưởng Hồ Chí Minh, Giải phẫu học, Bệnh học ngoại khoa, Dược lâm sàng, Sinh lý học, Triết học Mác-Lênin, Giải tích, Hóa sinh y học, Tin học cơ bản, Dược lý học, Y học cổ truyền, Môn tự chọn 9, Tiếng Anh chuyên ngành, Môn tự chọn 8, Bệnh học truyền nhiễm, Bệnh học nội khoa, Dược lý lâm sàng, Toán cao cấp, Tư duy logic và giải quyết vấn đề, Môn tự chọn 5, Môn tự chọn 4, Y học dự phòng, Xác suất thống kê, Môn tự chọn 6, Giáo dục thể chất, Môn tự chọn 1, Vi sinh y học, Kỹ năng mềm, Môn tự chọn 7, Dinh dưỡng học, Giáo dục quốc phòng - An ninh","Yoga, Thiết kế UI/UX, Du lịch khám phá, Game Development"
SV10283,Quản trị kinh doanh,6.5,"Marketing cơ bản, Tài chính quốc tế, Giáo dục quốc phòng - An ninh, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Tài chính doanh nghiệp, Chuỗi cung ứng, Tin học cơ bản, Giáo dục thể chất, Logistics, Tiếng Anh chuyên ngành, Marketing số, Kinh tế quốc tế, Xác suất thống kê, Toán cao cấp, Quản trị chiến lược, Kinh tế vi mô","Bán hàng, Quản trị dự án, Khởi nghiệp, Kinh doanh quốc tế, Fintech"
SV10284,Truyền thông đa phương tiện,9.8,"Giáo dục thể chất, Giáo dục quốc phòng - An ninh, Machine Learning với TensorFlow, Hệ thống nhúng, Hệ điều hành, Cơ sở dữ liệu, Phát triển game, Lập trình C/C++, Tin học cơ bản, DevOps và CI/CD, Hệ thống phân tán, Mạng máy tính, Tiếng Anh chuyên ngành, Xác suất thống kê, Lập trình Java, Cyber Security nâng cao, Phát triển ứng dụng web, Triết học Mác-Lênin, Phát triển ứng dụng di động, Thị giác máy tính, Big Data và Hadoop","Machine Learning, Internet of Things"
SV10285,Dược học,5.7,"Giải phẫu học, Y học cổ truyền, Tin học cơ bản, Giải tích, Toán cao cấp, Giáo dục thể chất, Bệnh học nội khoa, Dược lâm sàng, Dược lý học, Miễn dịch học, Triết học Mác-Lênin, Tiếng Anh chuyên ngành, Kỹ năng mềm, Y học dự phòng, Bệnh học ngoại khoa, Bệnh học truyền nhiễm, Giáo dục quốc phòng - An ninh, Dược lý lâm sàng","Ẩm thực, Phân tích dữ liệu"
SV10286,Kinh tế số,7.5,"Kinh tế quốc tế, Kế toán tài chính, Kinh tế vĩ mô, Kế toán quản trị, Xác suất thống kê, Tiếng Anh chuyên ngành, Tài chính doanh nghiệp, Thương mại điện tử, Ngân hàng thương mại, Triết học Mác-Lênin, Chuỗi cung ứng, Kỹ năng mềm, Quản trị chiến lược, Giáo dục quốc phòng - An ninh, Tin học cơ bản, Logistics, Kinh tế phát triển, Toán cao cấp, Kinh tế lượng, Kinh tế vi mô, Marketing cơ bản, Tư duy logic và giải quyết vấn đề, Tư tưởng Hồ Chí Minh, Giải tích, Giáo dục thể chất, Tài chính quốc tế, Quản trị kinh doanh, Quản trị nhân sự","Thương mại điện tử, Fintech, Khởi nghiệp"
SV10287,Kiến trúc,8.3,"Triết học Mác-Lênin, Công trình ngầm, Cơ sở hạ tầng đô thị, Môn tự chọn 11, Môn tự chọn 4, Vật liệu xây dựng, Kỹ thuật xây dựng, Kỹ năng mềm, Quản lý dự án xây dựng, Cầu và đường, Môn tự chọn 13, Môn tự chọn 3, Tư duy logic và giải quyết vấn đề, Môn tự chọn 15, Toán cao cấp, Môn tự chọn 5, Môn tự chọn 1, Giáo dục thể chất, Môn tự chọn 14, Môn tự chọn 16, Tư tưởng Hồ Chí Minh, Môn tự chọn 10, Xác suất thống kê, Kiến trúc cảnh quan, Kết cấu thép, Tin học cơ bản, Kết cấu bê tông cốt thép, Thiết kế đô thị, Môn tự chọn 12, Kỹ thuật địa kỹ thuật, Môn tự chọn 8, Môn tự chọn 6, Môn tự chọn 2, Môn tự chọn 7, Giải tích, Giáo dục quốc phòng - An ninh, Tiếng Anh chuyên ngành, Môn tự chọn 9, Thiết kế kiến trúc nội thất","Phát triển ứng dụng di động, Cyber Security, Phát triển web, Robot học"
SV10288,Kinh tế số,8,"Kinh tế vĩ mô, Kinh tế lượng, Marketing cơ bản, Tư duy logic và giải quyết vấn đề, Marketing số, Quản trị chiến lược, Tài chính quốc tế, Tiếng Anh chuyên ngành, Kinh tế vi mô, Kỹ năng mềm, Giáo dục quốc phòng - An ninh, Toán cao cấp, Tài chính doanh nghiệp, Xác suất thống kê, Triết học Mác-Lênin, Kế toán quản trị, Tin học cơ bản, Quản trị kinh doanh, Ngân hàng thương mại, Kinh tế phát triển, Giáo dục thể chất, Kế toán tài chính, Logistics","Quản trị dự án, Marketing số"
SV10289,Sư phạm Tin học,7.1,"Xác suất thống kê, Toán cao cấp, Ứng dụng AI trong giảng dạy, Giáo dục quốc phòng - An ninh, Tư duy logic và giải quyết vấn đề, Giải tích, Môn tự chọn 3, Môn tự chọn 1, Môn tự chọn 2, Thiết kế khóa học trực tuyến, Lập trình Scratch cho học sinh, Quản lý lớp học CNTT, Công nghệ thông tin trong giáo dục, Đánh giá học tập Tin học, Tin học cơ bản, Lập trình Python cho giáo viên, Tiếng Anh chuyên ngành, Triết học Mác-Lênin, Giáo dục thể chất, Phần mềm giáo dục, Dạy học Tin học phổ thông, Giáo dục kỹ năng số, Lập trình cơ bản cho giáo viên, Phương pháp giảng dạy Tin học, Phát triển bài giảng Tin học, Kỹ năng mềm, An toàn mạng trong trường học, Tư tưởng Hồ Chí Minh",Âm nhạc
SV10290,Luật,7.5,"Giải tích, Kỹ năng mềm, Giáo dục thể chất, Hệ điều hành, Big Data và Hadoop, Blockchain cơ bản, Lập trình Python, Mạng máy tính, Quản lý dự án CNTT, Tư duy logic và giải quyết vấn đề, Phân tích và thiết kế hệ thống, Cơ sở dữ liệu","Cloud Computing, Lập trình, Phân tích dữ liệu, Phát triển web, Trí tuệ nhân tạo"
SV10291,Sư phạm Lịch sử,7.2,"Giải tích, Môn tự chọn 2, Môn tự chọn 3, Lịch sử thế giới cổ đại, Môn tự chọn 1, Lịch sử văn hóa Việt Nam, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Toán cao cấp, Giáo dục thể chất, Lịch sử thế giới hiện đại, Tư duy logic và giải quyết vấn đề, Xác suất thống kê, Lịch sử Việt Nam hiện đại, Tiếng Anh chuyên ngành, Tin học cơ bản, Dạy học lịch sử phổ thông, Phân tích sự kiện lịch sử, Kỹ năng mềm, Lịch sử Việt Nam cổ đại, Phương pháp giảng dạy Lịch sử, Lịch sử Đảng Cộng sản Việt Nam, Giáo dục quốc phòng - An ninh","Viết lách, Làm video"
SV10292,Thương mại điện tử,7.1,"Cơ sở dữ liệu, Giáo dục thể chất, Quản lý dự án CNTT, Tư duy logic và giải quyết vấn đề, Cấu trúc dữ liệu và Giải thuật, Học sâu, Lập trình di động iOS/Android, An toàn thông tin, Trí tuệ nhân tạo, Internet of Things, Cloud Computing - AWS/Azure, Blockchain cơ bản, Cyber Security nâng cao, Mật mã học, Thiết kế giao diện người dùng, Phát triển ứng dụng di động, Hệ thống nhúng, Kiểm thử phần mềm, Tin học cơ bản, Phát triển ứng dụng web, Phân tích và thiết kế hệ thống, Thị giác máy tính, Mạng máy tính, Big Data và Hadoop, Xác suất thống kê, Lập trình web nâng cao","Robot học, Lập trình, Cloud Computing"
SV10293,Kỹ thuật phần mềm,8.5,"Phân tích và thiết kế hệ thống, Cơ sở dữ liệu, Phát triển phần mềm doanh nghiệp, An toàn thông tin, Lập trình Java, Internet of Things, Big Data và Hadoop, Thiết kế giao diện người dùng, Thị giác máy tính, Giải tích, Hệ thống phân tán, Kỹ năng mềm, An ninh mạng cơ bản, Học máy, Toán cao cấp, Lập trình hướng đối tượng, Mạng máy tính, Xác suất thống kê, Quản lý dự án CNTT, Kỹ thuật phần mềm nâng cao, DevOps và CI/CD, Lập trình C/C++, Blockchain cơ bản, Giáo dục quốc phòng - An ninh",Cloud Computing
SV10294,Thiết kế thời trang,8.1,"Tin học cơ bản, Tư tưởng Hồ Chí Minh, Môn tự chọn 7, Môn tự chọn 6, Môn tự chọn 20, Môn tự chọn 12, Môn tự chọn 1, Môn tự chọn 9, Xác suất thống kê, Giáo dục thể chất, Triết học Mác-Lênin, Môn tự chọn 15, Môn tự chọn 17, Giáo dục quốc phòng - An ninh, Toán cao cấp, Môn tự chọn 5, Môn tự chọn 19, Kỹ năng mềm, Môn tự chọn 4, Tư duy logic và giải quyết vấn đề, Môn tự chọn 3, Môn tự chọn 16, Tiếng Anh chuyên ngành, Môn tự chọn 18, Môn tự chọn 2, Môn tự chọn 10, Giải tích, Môn tự chọn 14, Môn tự chọn 8, Môn tự chọn 11, Môn tự chọn 13","Âm nhạc, Thiền, Du lịch khám phá, Học ngoại ngữ"
SV10295,Kỹ thuật điện,7,"Đo lường điện tử, Mạng viễn thông, Môn tự chọn 8, Anten và sóng điện từ, Điện tử công suất, Tiếng Anh chuyên ngành, Tư duy logic và giải quyết vấn đề, Môn tự chọn 10, Hệ thống nhúng nâng cao, Hệ thống điện tử nhúng, Kỹ năng mềm, Truyền thông quang, Truyền thông vô tuyến, Xác suất thống kê, Giáo dục thể chất, Môn tự chọn 9, Môn tự chọn 3, Kỹ thuật radar, Điện tử viễn thông, Môn tự chọn 1, Môn tự chọn 4, Kỹ thuật vi mạch, Truyền thông số, Xử lý tín hiệu số, Tư tưởng Hồ Chí Minh, Điện tử năng lượng, Giáo dục quốc phòng - An ninh, Hệ thống điều khiển tự động, Điện tử cơ bản, Tin học cơ bản, Môn tự chọn 5, Giải tích, Môn tự chọn 6, Môn tự chọn 7, Môn tự chọn 2, Toán cao cấp, Mạng không dây, Triết học Mác-Lênin, Điện tử số","Lập trình, Big Data, Cloud Computing, Thiết kế UI/UX"
SV10296,Sư phạm Toán,8.6,"Môn tự chọn 6, Môn tự chọn 4, Hình học giải tích, Toán học sơ cấp, Giáo dục quốc phòng - An ninh, Môn tự chọn 5, Đại số tuyến tính, Dạy học toán phổ thông, Toán rời rạc, Môn tự chọn 3, Môn tự chọn 2, Kỹ năng mềm, Phương pháp giảng dạy Toán, Triết học Mác-Lênin, Tư duy logic và giải quyết vấn đề, Tư tưởng Hồ Chí Minh, Toán cao cấp, Giải tích, Môn tự chọn 1, Toán học ứng dụng, Tiếng Anh chuyên ngành, Lý thuyết số, Bài tập toán nâng cao, Giáo dục thể chất, Tin học cơ bản, Xác suất thống kê","Yoga, Âm nhạc, Diễn thuyết"
SV10297,Ngôn ngữ Trung Quốc,8,"Tư tưởng Hồ Chí Minh, Triết học Mác-Lênin, Dịch Trung-Việt, Giải tích, Ngữ âm học tiếng Trung, Tiếng Trung thương mại, Tiếng Anh chuyên ngành, Giáo dục quốc phòng - An ninh, Toán cao cấp, Văn học cổ điển Trung Quốc, Ngữ pháp tiếng Trung, Tin học cơ bản","Khoa học dữ liệu, Nhiếp ảnh, Quản trị dự án"
SV10298,Kỹ thuật điện,8.5,"Giáo dục thể chất, Mạng viễn thông, Giáo dục quốc phòng - An ninh, Tư duy logic và giải quyết vấn đề, Kỹ thuật radar, Tiếng Anh chuyên ngành, Xử lý tín hiệu số, Điện tử viễn thông, Tư tưởng Hồ Chí Minh, Điện tử công suất, Điện tử số, Xác suất thống kê, Anten và sóng điện từ","Game Development, DevOps"
SV10299,Trí tuệ nhân tạo và Học máy,8.3,"Tư duy logic và giải quyết vấn đề, DevOps và CI/CD, An toàn thông tin, Phát triển phần mềm doanh nghiệp, Lập trình Python, Kiểm thử phần mềm, Quản lý dự án CNTT, Thị giác máy tính, Giải tích, Cơ sở dữ liệu, Mạng máy tính, Giáo dục thể chất, Machine Learning với TensorFlow, Lập trình web nâng cao, Kỹ năng mềm","Lập trình, Machine Learning, Trí tuệ nhân tạo"
